industry,level,level,line_code,value
Education & training,1,2,D0700.04,15
Health care & social assistance,1,2,D0700.04,18
Arts & recreation services,1,2,D0700.04,6
Other services,1,2,D0700.04,12
total,0,1,D0700.04,651
total,0,1,D0700.05,492
total,0,1,D0700.05,57
total,0,1,D0700.05,9
total,0,1,D0700.05,6
"Agriculture, forestry, & fishing",1,2,D0700.05,39
Agriculture,2,3,D0700.05,24
Commercial fishing,2,3,D0700.05,0
Forestry & logging,2,3,D0700.05,3
"Agriculture, forestry, & fishing support services",2,3,D0700.05,12
Mining,1,2,D0700.05,3
Manufacturing,1,2,D0700.05,81
"Food, beverage, & tobacco",2,3,D0700.05,57
"Textile, clothing, footwear, & leather",2,3,D0700.05,3
Wood & paper product,2,3,D0700.05,3
"Printing, publishing, & recorded media",2,3,D0700.05,3
"Petroleum, coal, chemical, & associated product",2,3,D0700.05,0
Non-metallic mineral product,2,3,D0700.05,3
Metal product,2,3,D0700.05,0
Transport and industrial machinery & equipment,2,3,D0700.05,0
Other machinery & equipment,2,3,D0700.05,3
Other manufacturing,2,3,D0700.05,9
"Electricity, gas, water, & waste services",1,2,D0700.05,6
Construction,1,2,D0700.05,93
Wholesale trade,1,2,D0700.05,81
Machinery & equipment wholesaling,2,3,D0700.05,0
Other wholesale trade,2,3,D0700.05,81
Retail trade,1,2,D0700.05,0
Accommodation & food services,1,2,D0700.05,201
"Transport, postal, & warehousing",1,2,D0700.05,18
Information media & telecommunications,1,2,D0700.05,15
Publishing,2,3,D0700.05,6
Motion picture,2,3,D0700.05,3
Telecommunications,2,3,D0700.05,3
Financial & insurance services,1,2,D0700.05,3
Finance,2,3,D0700.05,3
Insurance,2,3,D0700.05,3
Auxiliary,2,3,D0700.05,0
"Rental, hiring, & real estate services",1,2,D0700.05,3
"Professional, scientific, & technical services",1,2,D0700.05,18
Computer systems design,2,3,D0700.05,18
Other professional scientific,2,3,D0700.05,0
Administrative & support services,1,2,D0700.05,0
Education & training,1,2,D0700.05,0
Health care & social assistance,1,2,D0700.05,0
Arts & recreation services,1,2,D0700.05,0
Other services,1,2,D0700.05,0
total,0,1,D0700.05,564
total,0,1,D0700.06,1539
total,0,1,D0700.06,237
total,0,1,D0700.06,81
total,0,1,D0700.06,57
"Agriculture, forestry, & fishing",1,2,D0700.06,78
Agriculture,2,3,D0700.06,24
Commercial fishing,2,3,D0700.06,0
Forestry & logging,2,3,D0700.06,12
"Agriculture, forestry, & fishing support services",2,3,D0700.06,42
Mining,1,2,D0700.06,6
Manufacturing,1,2,D0700.06,195
"Food, beverage, & tobacco",2,3,D0700.06,57
"Textile, clothing, footwear, & leather",2,3,D0700.06,12
Wood & paper product,2,3,D0700.06,39
"Printing, publishing, & recorded media",2,3,D0700.06,12
"Petroleum, coal, chemical, & associated product",2,3,D0700.06,15
Non-metallic mineral product,2,3,D0700.06,15
Metal product,2,3,D0700.06,33
Transport and industrial machinery & equipment,2,3,D0700.06,3
Other machinery & equipment,2,3,D0700.06,12
Other manufacturing,2,3,D0700.06,3
"Electricity, gas, water, & waste services",1,2,D0700.06,9
Construction,1,2,D0700.06,258
Wholesale trade,1,2,D0700.06,135
Machinery & equipment wholesaling,2,3,D0700.06,18
Other wholesale trade,2,3,D0700.06,117
Retail trade,1,2,D0700.06,324
Accommodation & food services,1,2,D0700.06,444
"Transport, postal, & warehousing",1,2,D0700.06,60
Information media & telecommunications,1,2,D0700.06,6
Publishing,2,3,D0700.06,0
Motion picture,2,3,D0700.06,0
Telecommunications,2,3,D0700.06,3
Financial & insurance services,1,2,D0700.06,24
Finance,2,3,D0700.06,9
Insurance,2,3,D0700.06,0
Auxiliary,2,3,D0700.06,15
"Rental, hiring, & real estate services",1,2,D0700.06,15
"Professional, scientific, & technical services",1,2,D0700.06,48
Computer systems design,2,3,D0700.06,12
Other professional scientific,2,3,D0700.06,39
Administrative & support services,1,2,D0700.06,60
Education & training,1,2,D0700.06,24
Health care & social assistance,1,2,D0700.06,162
Arts & recreation services,1,2,D0700.06,15
Other services,1,2,D0700.06,42
total,0,1,D0700.06,1917
total,0,1,D0801,528
total,0,1,D0801,141
total,0,1,D0801,45
total,0,1,D0801,15
"Agriculture, forestry, & fishing",1,2,D0801,225
Agriculture,2,3,D0801,177
Commercial fishing,2,3,D0801,0
Forestry & logging,2,3,D0801,6
"Agriculture, forestry, & fishing support services",2,3,D0801,45
Mining,1,2,D0801,3
Manufacturing,1,2,D0801,63
"Food, beverage, & tobacco",2,3,D0801,33
"Textile, clothing, footwear, & leather",2,3,D0801,0
Wood & paper product,2,3,D0801,12
"Printing, publishing, & recorded media",2,3,D0801,0
"Petroleum, coal, chemical, & associated product",2,3,D0801,3
Non-metallic mineral product,2,3,D0801,3
Metal product,2,3,D0801,15
Transport and industrial machinery & equipment,2,3,D0801,0
Other machinery & equipment,2,3,D0801,0
Other manufacturing,2,3,D0801,3
"Electricity, gas, water, & waste services",1,2,D0801,6
Construction,1,2,D0801,75
Wholesale trade,1,2,D0801,39
Machinery & equipment wholesaling,2,3,D0801,12
Other wholesale trade,2,3,D0801,24
Retail trade,1,2,D0801,72
Accommodation & food services,1,2,D0801,15
"Transport, postal, & warehousing",1,2,D0801,6
Information media & telecommunications,1,2,D0801,0
Publishing,2,3,D0801,0
Motion picture,2,3,D0801,0
Telecommunications,2,3,D0801,0
Financial & insurance services,1,2,D0801,3
Finance,2,3,D0801,0
Insurance,2,3,D0801,0
Auxiliary,2,3,D0801,6
"Rental, hiring, & real estate services",1,2,D0801,12
"Professional, scientific, & technical services",1,2,D0801,27
Computer systems design,2,3,D0801,0
Other professional scientific,2,3,D0801,27
Administrative & support services,1,2,D0801,21
Education & training,1,2,D0801,21
Health care & social assistance,1,2,D0801,96
Arts & recreation services,1,2,D0801,9
Other services,1,2,D0801,27
total,0,1,D0801,729
total,0,1,D0802,1038
total,0,1,D0802,195
total,0,1,D0802,51
total,0,1,D0802,30
"Agriculture, forestry, & fishing",1,2,D0802,141
Agriculture,2,3,D0802,102
Commercial fishing,2,3,D0802,3
Forestry & logging,2,3,D0802,15
"Agriculture, forestry, & fishing support services",2,3,D0802,21
Mining,1,2,D0802,6
Manufacturing,1,2,D0802,72
"Food, beverage, & tobacco",2,3,D0802,12
"Textile, clothing, footwear, & leather",2,3,D0802,3
Wood & paper product,2,3,D0802,12
"Printing, publishing, & recorded media",2,3,D0802,0
"Petroleum, coal, chemical, & associated product",2,3,D0802,3
Non-metallic mineral product,2,3,D0802,9
Metal product,2,3,D0802,30
Transport and industrial machinery & equipment,2,3,D0802,0
Other machinery & equipment,2,3,D0802,6
Other manufacturing,2,3,D0802,0
"Electricity, gas, water, & waste services",1,2,D0802,12
Construction,1,2,D0802,327
Wholesale trade,1,2,D0802,129
Machinery & equipment wholesaling,2,3,D0802,27
Other wholesale trade,2,3,D0802,102
Retail trade,1,2,D0802,69
Accommodation & food services,1,2,D0802,186
"Transport, postal, & warehousing",1,2,D0802,207
Information media & telecommunications,1,2,D0802,6
Publishing,2,3,D0802,0
Motion picture,2,3,D0802,0
Telecommunications,2,3,D0802,3
Financial & insurance services,1,2,D0802,0
Finance,2,3,D0802,0
Insurance,2,3,D0802,0
Auxiliary,2,3,D0802,0
"Rental, hiring, & real estate services",1,2,D0802,30
"Professional, scientific, & technical services",1,2,D0802,18
Computer systems design,2,3,D0802,9
Other professional scientific,2,3,D0802,12
Administrative & support services,1,2,D0802,15
Education & training,1,2,D0802,0
Health care & social assistance,1,2,D0802,18
Arts & recreation services,1,2,D0802,15
Other services,1,2,D0802,63
total,0,1,D0802,1317
total,0,1,D0803,174
total,0,1,D0803,48
total,0,1,D0803,18
total,0,1,D0803,18
"Agriculture, forestry, & fishing",1,2,D0803,3
Agriculture,2,3,D0803,0
Commercial fishing,2,3,D0803,0
Forestry & logging,2,3,D0803,3
"Agriculture, forestry, & fishing support services",2,3,D0803,0
Mining,1,2,D0803,3
Manufacturing,1,2,D0803,21
"Food, beverage, & tobacco",2,3,D0803,3
"Textile, clothing, footwear, & leather",2,3,D0803,0
Wood & paper product,2,3,D0803,3
"Printing, publishing, & recorded media",2,3,D0803,0
"Petroleum, coal, chemical, & associated product",2,3,D0803,15
Non-metallic mineral product,2,3,D0803,0
Metal product,2,3,D0803,3
Transport and industrial machinery & equipment,2,3,D0803,0
Other machinery & equipment,2,3,D0803,0
Other manufacturing,2,3,D0803,0
"Electricity, gas, water, & waste services",1,2,D0803,3
Construction,1,2,D0803,48
Wholesale trade,1,2,D0803,51
Machinery & equipment wholesaling,2,3,D0803,0
Other wholesale trade,2,3,D0803,51
Retail trade,1,2,D0803,15
Accommodation & food services,1,2,D0803,6
"Transport, postal, & warehousing",1,2,D0803,9
Information media & telecommunications,1,2,D0803,12
Publishing,2,3,D0803,3
Motion picture,2,3,D0803,0
Telecommunications,2,3,D0803,6
Financial & insurance services,1,2,D0803,3
Finance,2,3,D0803,0
Insurance,2,3,D0803,0
Auxiliary,2,3,D0803,6
"Rental, hiring, & real estate services",1,2,D0803,21
"Professional, scientific, & technical services",1,2,D0803,18
Computer systems design,2,3,D0803,18
Other professional scientific,2,3,D0803,3
Administrative & support services,1,2,D0803,0
Education & training,1,2,D0803,3
Health care & social assistance,1,2,D0803,24
Arts & recreation services,1,2,D0803,0
Other services,1,2,D0803,12
total,0,1,D0803,261
total,0,1,D0804,846
total,0,1,D0804,234
total,0,1,D0804,78
total,0,1,D0804,42
"Agriculture, forestry, & fishing",1,2,D0804,198
Agriculture,2,3,D0804,111
Commercial fishing,2,3,D0804,6
Forestry & logging,2,3,D0804,39
"Agriculture, forestry, & fishing support services",2,3,D0804,42
Mining,1,2,D0804,9
Manufacturing,1,2,D0804,249
"Food, beverage, & tobacco",2,3,D0804,75
"Textile, clothing, footwear, & leather",2,3,D0804,3
Wood & paper product,2,3,D0804,6
"Printing, publishing, & recorded media",2,3,D0804,12
"Petroleum, coal, chemical, & associated product",2,3,D0804,24
Non-metallic mineral product,2,3,D0804,30
Metal product,2,3,D0804,45
Transport and industrial machinery & equipment,2,3,D0804,45
Other machinery & equipment,2,3,D0804,6
Other manufacturing,2,3,D0804,6
"Electricity, gas, water, & waste services",1,2,D0804,12
Construction,1,2,D0804,192
Wholesale trade,1,2,D0804,57
Machinery & equipment wholesaling,2,3,D0804,3
Other wholesale trade,2,3,D0804,54
Retail trade,1,2,D0804,84
Accommodation & food services,1,2,D0804,159
"Transport, postal, & warehousing",1,2,D0804,60
Information media & telecommunications,1,2,D0804,3
Publishing,2,3,D0804,0
Motion picture,2,3,D0804,0
Telecommunications,2,3,D0804,0
Financial & insurance services,1,2,D0804,3
Finance,2,3,D0804,0
Insurance,2,3,D0804,0
Auxiliary,2,3,D0804,6
"Rental, hiring, & real estate services",1,2,D0804,9
"Professional, scientific, & technical services",1,2,D0804,27
Computer systems design,2,3,D0804,0
Other professional scientific,2,3,D0804,30
Administrative & support services,1,2,D0804,24
Education & training,1,2,D0804,0
Health care & social assistance,1,2,D0804,33
Arts & recreation services,1,2,D0804,9
Other services,1,2,D0804,63
total,0,1,D0804,1200
total,0,1,D0805,543
total,0,1,D0805,120
total,0,1,D0805,24
total,0,1,D0805,24
"Agriculture, forestry, & fishing",1,2,D0805,24
Agriculture,2,3,D0805,21
Commercial fishing,2,3,D0805,0
Forestry & logging,2,3,D0805,0
"Agriculture, forestry, & fishing support services",2,3,D0805,3
Mining,1,2,D0805,0
Manufacturing,1,2,D0805,66
"Food, beverage, & tobacco",2,3,D0805,9
"Textile, clothing, footwear, & leather",2,3,D0805,0
Wood & paper product,2,3,D0805,0
"Printing, publishing, & recorded media",2,3,D0805,3
"Petroleum, coal, chemical, & associated product",2,3,D0805,24
Non-metallic mineral product,2,3,D0805,6
Metal product,2,3,D0805,15
Transport and industrial machinery & equipment,2,3,D0805,0
Other machinery & equipment,2,3,D0805,15
Other manufacturing,2,3,D0805,0
"Electricity, gas, water, & waste services",1,2,D0805,3
Construction,1,2,D0805,51
Wholesale trade,1,2,D0805,18
Machinery & equipment wholesaling,2,3,D0805,12
Other wholesale trade,2,3,D0805,3
Retail trade,1,2,D0805,114
Accommodation & food services,1,2,D0805,165
"Transport, postal, & warehousing",1,2,D0805,30
Information media & telecommunications,1,2,D0805,3
Publishing,2,3,D0805,0
Motion picture,2,3,D0805,0
Telecommunications,2,3,D0805,0
Financial & insurance services,1,2,D0805,15
Finance,2,3,D0805,3
Insurance,2,3,D0805,0
Auxiliary,2,3,D0805,12
"Rental, hiring, & real estate services",1,2,D0805,30
"Professional, scientific, & technical services",1,2,D0805,81
Computer systems design,2,3,D0805,3
Other professional scientific,2,3,D0805,81
Administrative & support services,1,2,D0805,15
Education & training,1,2,D0805,3
Health care & social assistance,1,2,D0805,39
Arts & recreation services,1,2,D0805,0
Other services,1,2,D0805,54
total,0,1,D0805,714
total,0,1,D0806,291
total,0,1,D0806,81
total,0,1,D0806,21
total,0,1,D0806,9
"Agriculture, forestry, & fishing",1,2,D0806,3
Agriculture,2,3,D0806,0
Commercial fishing,2,3,D0806,0
Forestry & logging,2,3,D0806,3
"Agriculture, forestry, & fishing support services",2,3,D0806,0
Mining,1,2,D0806,3
Manufacturing,1,2,D0806,66
"Food, beverage, & tobacco",2,3,D0806,12
"Textile, clothing, footwear, & leather",2,3,D0806,6
Wood & paper product,2,3,D0806,3
"Printing, publishing, & recorded media",2,3,D0806,3
"Petroleum, coal, chemical, & associated product",2,3,D0806,21
Non-metallic mineral product,2,3,D0806,6
Metal product,2,3,D0806,3
Transport and industrial machinery & equipment,2,3,D0806,0
Other machinery & equipment,2,3,D0806,9
Other manufacturing,2,3,D0806,0
"Electricity, gas, water, & waste services",1,2,D0806,0
Construction,1,2,D0806,0
Wholesale trade,1,2,D0806,75
Machinery & equipment wholesaling,2,3,D0806,0
Other wholesale trade,2,3,D0806,72
Retail trade,1,2,D0806,0
Accommodation & food services,1,2,D0806,57
"Transport, postal, & warehousing",1,2,D0806,12
Information media & telecommunications,1,2,D0806,15
Publishing,2,3,D0806,12
Motion picture,2,3,D0806,0
Telecommunications,2,3,D0806,3
Financial & insurance services,1,2,D0806,12
Finance,2,3,D0806,3
Insurance,2,3,D0806,0
Auxiliary,2,3,D0806,9
"Rental, hiring, & real estate services",1,2,D0806,15
"Professional, scientific, & technical services",1,2,D0806,69
Computer systems design,2,3,D0806,45
Other professional scientific,2,3,D0806,27
Administrative & support services,1,2,D0806,12
Education & training,1,2,D0806,15
Health care & social assistance,1,2,D0806,24
Arts & recreation services,1,2,D0806,6
Other services,1,2,D0806,12
total,0,1,D0806,402
total,0,1,D0807,372
total,0,1,D0807,81
total,0,1,D0807,21
total,0,1,D0807,18
"Agriculture, forestry, & fishing",1,2,D0807,72
Agriculture,2,3,D0807,66
Commercial fishing,2,3,D0807,0
Forestry & logging,2,3,D0807,3
"Agriculture, forestry, & fishing support services",2,3,D0807,3
Mining,1,2,D0807,3
Manufacturing,1,2,D0807,75
"Food, beverage, & tobacco",2,3,D0807,24
"Textile, clothing, footwear, & leather",2,3,D0807,0
Wood & paper product,2,3,D0807,6
"Printing, publishing, & recorded media",2,3,D0807,3
"Petroleum, coal, chemical, & associated product",2,3,D0807,9
Non-metallic mineral product,2,3,D0807,15
Metal product,2,3,D0807,3
Transport and industrial machinery & equipment,2,3,D0807,0
Other machinery & equipment,2,3,D0807,6
Other manufacturing,2,3,D0807,9
"Electricity, gas, water, & waste services",1,2,D0807,0
Construction,1,2,D0807,21
Wholesale trade,1,2,D0807,66
Machinery & equipment wholesaling,2,3,D0807,0
Other wholesale trade,2,3,D0807,63
Retail trade,1,2,D0807,12
Accommodation & food services,1,2,D0807,63
"Transport, postal, & warehousing",1,2,D0807,57
Information media & telecommunications,1,2,D0807,9
Publishing,2,3,D0807,3
Motion picture,2,3,D0807,3
Telecommunications,2,3,D0807,3
Financial & insurance services,1,2,D0807,0
Finance,2,3,D0807,3
Insurance,2,3,D0807,0
Auxiliary,2,3,D0807,0
"Rental, hiring, & real estate services",1,2,D0807,6
"Professional, scientific, & technical services",1,2,D0807,63
Computer systems design,2,3,D0807,12
Other professional scientific,2,3,D0807,51
Administrative & support services,1,2,D0807,3
Education & training,1,2,D0807,6
Health care & social assistance,1,2,D0807,15
Arts & recreation services,1,2,D0807,6
Other services,1,2,D0807,12
total,0,1,D0807,495
total,0,1,D0808,1536
total,0,1,D0808,405
total,0,1,D0808,114
total,0,1,D0808,96
"Agriculture, forestry, & fishing",1,2,D0808,135
Agriculture,2,3,D0808,90
Commercial fishing,2,3,D0808,0
Forestry & logging,2,3,D0808,9
"Agriculture, forestry, & fishing support services",2,3,D0808,39
Mining,1,2,D0808,3
Manufacturing,1,2,D0808,291
"Food, beverage, & tobacco",2,3,D0808,117
"Textile, clothing, footwear, & leather",2,3,D0808,27
Wood & paper product,2,3,D0808,3
"Printing, publishing, & recorded media",2,3,D0808,15
"Petroleum, coal, chemical, & associated product",2,3,D0808,18
Non-metallic mineral product,2,3,D0808,18
Metal product,2,3,D0808,6
Transport and industrial machinery & equipment,2,3,D0808,45
Other machinery & equipment,2,3,D0808,18
Other manufacturing,2,3,D0808,21
"Electricity, gas, water, & waste services",1,2,D0808,12
Construction,1,2,D0808,132
Wholesale trade,1,2,D0808,306
Machinery & equipment wholesaling,2,3,D0808,45
Other wholesale trade,2,3,D0808,258
Retail trade,1,2,D0808,84
Accommodation & food services,1,2,D0808,465
"Transport, postal, & warehousing",1,2,D0808,111
Information media & telecommunications,1,2,D0808,30
Publishing,2,3,D0808,12
Motion picture,2,3,D0808,3
Telecommunications,2,3,D0808,12
Financial & insurance services,1,2,D0808,36
Finance,2,3,D0808,15
Insurance,2,3,D0808,3
Auxiliary,2,3,D0808,18
"Rental, hiring, & real estate services",1,2,D0808,84
"Professional, scientific, & technical services",1,2,D0808,177
Computer systems design,2,3,D0808,63
Other professional scientific,2,3,D0808,114
Administrative & support services,1,2,D0808,81
Education & training,1,2,D0808,24
Health care & social assistance,1,2,D0808,114
Arts & recreation services,1,2,D0808,18
